3R 24607271 24607795 gene_name "lncRNA:CR46095"
3R 15542748 15548188 gene_name "AOX3"
3R 27251131 27253182 gene_name "pll"
3R 26052821 26054128 gene_name "Vps2"
3R 8308431 8308485 gene_name "mir-4918"
3R 9571911 9574211 gene_name "CG9399"
3R 5508842 5523328 gene_name "Nmdar1"
3R 19215434 19226651 gene_name "vib"
3R 4233047 4235041 gene_name "abs"
3R 6121215 6121368 gene_name "BS{}1230"
3R 16050801 16060675 gene_name "msps"
3R 31611046 31615375 gene_name "Med"
3R 24544719 24556549 gene_name "Esyt2"
3R 6695148 6696271 gene_name "Ccp84Ac"
3R 21088792 21095744 gene_name "lncRNA:CR44178"
3R 30056859 30058131 gene_name "Rpp14a"
3R 23375928 23384777 gene_name "CG4393"
3R 30695537 30697138 gene_name "Pka-C2"
3R 1366234 1366601 gene_name "lncRNA:CR46123"
3R 10152030 10152240 gene_name "INE-1{}2386"
3R 26692546 26693590 gene_name "TwdlQ"
3R 16988590 16988884 gene_name "lncRNA:CR45592"
3R 29923754 29924615 gene_name "Jon99Cii"
3R 23602507 23605495 gene_name "CG10184"
3R 12380008 12380815 gene_name "GstD8"
3R 20831127 20832455 gene_name "CG31223"
3R 24585653 24623899 gene_name "mld"
3R 14194483 14203574 gene_name "roo{}1359"
3R 12511570 12548229 gene_name "Octbeta3R"
3R 10264306 10308467 gene_name "Nuak"
3R 15786703 15788339 gene_name "CG9590"
3R 800616 801659 gene_name "1360{}6402"
3R 9694386 9705417 gene_name "Unc-115a"
3R 4965445 4968485 gene_name "CG1124"
3R 12638481 12640033 gene_name "CG11608"
3R 4591392 4591425 gene_name "1360{}4542"
3R 4641963 4643292 gene_name "MED31"
3R 9995544 9996789 gene_name "Gr85a"
3R 31300918 31305384 gene_name "pHCl-2"
3R 25137701 25138001 gene_name "lncRNA:CR46098"
3R 9332064 9334714 gene_name "Aduk"
3R 25131306 25136709 gene_name "Bili"
3R 4201196 4201394 gene_name "FB{}4676"
3R 11419376 11421693 gene_name "ninaG"
3R 8403063 8412170 gene_name "roo{}1265"
3R 4523537 4524118 gene_name "Cr1a{}4326"
3R 26049731 26052257 gene_name "Exo84"
3R 5669713 5679930 gene_name "Atg17"
3R 9044183 9047977 gene_name "Rel"
3R 8217957 8219734 gene_name "CG7800"
3R 7241760 7244006 gene_name "CG14607"
3R 12327347 12328003 gene_name "lncRNA:CR45584"
3R 4137894 4138652 gene_name "lncRNA:CR41601"
3R 18283660 18286624 gene_name "CG8064"
3R 18157693 18158297 gene_name "lncRNA:CR45103"
3R 30506829 30506887 gene_name "mir-4908"
3R 22996454 22997785 gene_name "asRNA:CR43454"
3R 30532607 30578905 gene_name "tmod"
3R 8140727 8140799 gene_name "tRNA:Arg-ACG-1-9"
3R 7129864 7129935 gene_name "tRNA:Gly-TCC-1-1"
3R 24237166 24237284 gene_name "scaRNA:MeU2-G25"
3R 6299128 6300738 gene_name "Osi14"
3R 21365609 21370249 gene_name "pre-mod(mdg4)-V"
3R 9783407 9784370 gene_name "MtnA"
3R 8419822 8420597 gene_name "Obp85a"
3R 17028693 17030701 gene_name "CG5225"
3R 18045216 18052984 gene_name "htl"
3R 25786329 25787298 gene_name "CG4960"
3R 20891658 20891729 gene_name "tRNA:Thr-CGT-1-3"
3R 25902846 25906766 gene_name "asRNA:CR43259"
3R 7349764 7355234 gene_name "micropia{}1243"
3R 2907311 2908406 gene_name "1360{}6419"
3R 25127502 25131155 gene_name "Clbn"
3R 16321403 16321475 gene_name "tRNA:Phe-GAA-1-8"
3R 6309976 6310998 gene_name "CG31560"
3R 31967681 31967747 gene_name "INE-1{}3996"
3R 10055356 10056083 gene_name "Npc2d"
3R 25618414 25621838 gene_name "CG5071"
3R 9256689 9257716 gene_name "CG16736"
3R 21318300 21349601 gene_name "aus"
3R 25830720 25830914 gene_name "Mst57Db"
3R 20408265 20409243 gene_name "eIF3g2"
3R 5778192 5778344 gene_name "INE-1{}5691"
3R 12350815 12352103 gene_name "CG10041"
3R 30272762 30273555 gene_name "lncRNA:CR46113"
3R 20677080 20677858 gene_name "asRNA:CR45024"
3R 14162709 14163625 gene_name "CG3199"
3R 4256972 4258444 gene_name "Or82a"
3R 11557776 11559877 gene_name "CG10898"
3R 2402496 2403545 gene_name "1360{}6413"
3R 4402429 4402928 gene_name "lncRNA:CR45187"
3R 9398190 9399551 gene_name "Or85f"
3R 4501783 4501896 gene_name "INE-1{}3829"
3R 22732356 22733851 gene_name "Takl2"
3R 4480812 4484215 gene_name "sac"
3R 17286242 17287238 gene_name "lncRNA:CR43489"
3R 7315399 7315661 gene_name "lncRNA:CR46130"
3R 29630304 29659984 gene_name "Dop1R2"
3R 23590141 23592769 gene_name "CG33337"
3R 12588914 12589346 gene_name "H{}4793"
3R 16983510 16987732 gene_name "CG18622"
3R 12497697 12498117 gene_name "invader1{}1341"
3R 10827079 10849030 gene_name "Cad86C"
3R 5781762 5787465 gene_name "kat-60L1"
3R 7912017 7913290 gene_name "CG2846"
3R 5809167 5809352 gene_name "pogo{}1225"
3R 8769394 8771150 gene_name "CG8236"
3R 19802690 19802763 gene_name "tRNA:Thr-AGT-1-7"
3R 28519548 28520515 gene_name "CG31051"
3R 16526931 16527416 gene_name "lncRNA:CR46030"
3R 23020865 23020926 gene_name "INE-1{}1830"
3R 15836287 15836354 gene_name "mir-4911"
3R 8950246 8963037 gene_name "ich"
3R 15774076 15774715 gene_name "asRNA:CR45206"
3R 15232212 15242236 gene_name "tefu"
3R 97163 98229 gene_name "1360{}6392"
3R 9784653 9789323 gene_name "CG8500"
3R 7331500 7332002 gene_name "lncRNA:CR44337"
3R 30604181 30606144 gene_name "PH4alphaNE3"
3R 25553703 25554335 gene_name "lncRNA:CR46100"
3R 30690642 30692768 gene_name "Spn100A"
3R 17080244 17084781 gene_name "kuk"
3R 6628204 6629321 gene_name "CG15177"
3R 10022845 10025150 gene_name "CG31407"
3R 22687542 22690380 gene_name "wfs1"
3R 22337064 22337669 gene_name "asRNA:CR46054"
3R 29995357 29997034 gene_name "Sas-6"
3R 12229413 12230425 gene_name "CG3916"
3R 4649176 4654624 gene_name "Karybeta3"
3R 13813109 13814648 gene_name "tal-AA"
3R 21355692 21359768 gene_name "pre-mod(mdg4)-J"
3R 15213974 15214845 gene_name "CG4210"
3R 23983503 23985065 gene_name "lncRNA:CR31451"
3R 3881881 3882985 gene_name "1360{}6426"
3R 8049167 8049456 gene_name "CG43618"
3R 6301804 6303653 gene_name "Osi15"
3R 26989035 26989852 gene_name "CG31076"
3R 6040615 6040677 gene_name "INE-1{}5731"
3R 25999851 26000761 gene_name "E(spl)mgamma-HLH"
3R 9779519 9782693 gene_name "asRNA:CR31514"
3R 16994542 16996071 gene_name "EMC2A"
3R 28418208 28474814 gene_name "beat-VI"
3R 13695263 13700838 gene_name "f-cup"
3R 13381276 13381809 gene_name "mRpS21"
3R 7471057 7471765 gene_name "X{}1245"
3R 27515911 27517257 gene_name "CG13972"
3R 5369540 5371744 gene_name "CG31542"
3R 1357317 1362030 gene_name "Doc{}RR42049"
3R 30249583 30250661 gene_name "CG34299"
3R 16594414 16597241 gene_name "CG14892"
3R 10696647 10698976 gene_name "CG14683"
3R 7472458 7473781 gene_name "CG1142"
3R 11893512 11949129 gene_name "Cad87A"
3R 29054343 29055703 gene_name "asRNA:CR46107"
3R 25775288 25776237 gene_name "CG17196"
3R 7783843 7786119 gene_name "CG18745"
3R 27791698 27794772 gene_name "Rt1b{}CG34353[Rt1b1437]"
3R 9329223 9330331 gene_name "CG12951"
3R 17374833 17391337 gene_name "Brf"
3R 21798227 21798331 gene_name "mir-999"
3R 8312188 8313097 gene_name "CG11698"
3R 8564105 8569248 gene_name "Cenp-C"
3R 21403735 21406690 gene_name "CG7907"
3R 23680039 23682317 gene_name "eIF3d1"
3R 25278427 25279846 gene_name "CG10514"
3R 16431940 16432013 gene_name "tRNA:Thr-AGT-1-4"
3R 28790522 28791461 gene_name "intr"
3R 9402564 9404269 gene_name "CG9356"
3R 5616644 5624125 gene_name "Spec2"
3R 28486953 28519398 gene_name "Dhc98D"
3R 23513617 23519445 gene_name "Irk2"
3R 8140223 8140295 gene_name "tRNA:Arg-ACG-1-7"
3R 20986504 20987936 gene_name "CG43446"
3R 2744304 2744800 gene_name "lncRNA:CR45220"
3R 2824453 2831449 gene_name "297{}RR48371"
3R 15371957 15374237 gene_name "Ccm3"
3R 25848098 25848454 gene_name "lncRNA:CR45657"
3R 17532325 17534587 gene_name "CG5823"
3R 23719343 23721625 gene_name "CG10232"
3R 23860162 23890052 gene_name "Pli"
3R 26018027 26019309 gene_name "lncRNA:CR43643"
3R 25240180 25241668 gene_name "to"
3R 21883924 21884454 gene_name "fit"
3R 20008947 20011712 gene_name "MED25"
3R 9700026 9700057 gene_name "1360{}2382"
3R 8264970 8267924 gene_name "Mcm2"
3R 11407918 11408756 gene_name "mRpL40"
3R 9265027 9266904 gene_name "TrpRS"
3R 30624829 30625592 gene_name "lncRNA:CR44136"
3R 18406064 18412874 gene_name "CG31122"
3R 24279572 24281576 gene_name "shps"
3R 13706757 13709129 gene_name "Adgf-C"
3R 31519878 31523278 gene_name "lncRNA:CR45573"
3R 15704676 15708434 gene_name "CG5404"
3R 6690887 6691758 gene_name "Ccp84Ae"
3R 24509228 24515106 gene_name "nAChRbeta2"
3R 3697234 3697640 gene_name "lncRNA:CR46141"
3R 12197941 12199473 gene_name "Adk1"
3R 23689007 23694983 gene_name "CG10254"
3R 12833127 12833725 gene_name "lncRNA:CR46217"
3R 25216297 25218708 gene_name "CG31106"
3R 9759622 9761208 gene_name "Mpi"
3R 26627885 26628724 gene_name "TwdlK"
3R 11931262 11933640 gene_name "CG14731"
3R 29032660 29034008 gene_name "beta4GalNAcTB"
3R 29927255 29928766 gene_name "CG15522"
3R 14125791 14130111 gene_name "Polr2B"
3R 28880792 28882945 gene_name "Nepl20"
3R 10408137 10408227 gene_name "mir-994"
3R 25219318 25221444 gene_name "CG31103"
3R 30874365 30876186 gene_name "CG15546"
3R 7131560 7132695 gene_name "CG31493"
3R 21215079 21216226 gene_name "CG5862"
3R 7558461 7558501 gene_name "INE-1{}1796"
3R 20324274 20328003 gene_name "CG4360"
3R 14491496 14491526 gene_name "TART-B{}4036"
3R 13085478 13085976 gene_name "lncRNA:CR44967"
3R 24137895 24140936 gene_name "Npc2f"
3R 22587755 22608842 gene_name "Efa6"
3R 28812102 28817354 gene_name "Prp39"
3R 7915828 7915889 gene_name "INE-1{}1840"
3R 14262387 14263367 gene_name "CG14839"
3R 26799041 26842403 gene_name "Tl"
3R 11223571 11223790 gene_name "snoRNA:Psi28S-291"
3R 21877870 21878686 gene_name "CG34148"
3R 24493333 24493483 gene_name "BS{}1416"
3R 29406674 29407871 gene_name "jockey{}1451"
3R 7060665 7060731 gene_name "G5A{}1740"
3R 21274243 21276249 gene_name "CG3301"
3R 27520866 27533934 gene_name "CG12885"
3R 28602556 28602695 gene_name "snoRNA:Psi28S-3405d"
3R 31193362 31194389 gene_name "bnk"
3R 21271078 21273817 gene_name "CG3308"
3R 710361 711468 gene_name "1360{}6400"
3R 25678683 25679529 gene_name "CG5039"
3R 19329736 19330836 gene_name "lncRNA:CR43258"
3R 16801299 16801877 gene_name "lncRNA:TS16"
3R 4032013 4033491 gene_name "1360{}6428"
3R 32037345 32037842 gene_name "INE-1{}4018"
3R 6580784 6582271 gene_name "CG2336"
3R 25046323 25047409 gene_name "CG11786"
3R 20501316 20502010 gene_name "CG46441"
3R 12192703 12195011 gene_name "eIF3d2"
3R 6175228 6182447 gene_name "HMS-Beagle2{}1232"
3R 31887801 31897206 gene_name "HB{}1605"
3R 24719697 24749125 gene_name "tok"
3R 10060666 10061978 gene_name "asRNA:CR45205"
3R 10197007 10202936 gene_name "297{}1282"
3R 13298768 13302334 gene_name "CG8774"
3R 10760071 10761032 gene_name "MED7"
3R 22360782 22362371 gene_name "JMJD6"
3R 18300195 18301728 gene_name "Polr1E"
3R 16321838 16322189 gene_name "CG44044"
3R 30212156 30212568 gene_name "CecA2"
3R 19918507 19920584 gene_name "CG4770"
3R 21362968 21365488 gene_name "pre-mod(mdg4)-E"
3R 23348128 23355163 gene_name "PolE1"
3R 15950201 15950943 gene_name "CG31088"
3R 24356070 24357938 gene_name "Golgin84"
3R 5263757 5264511 gene_name "lncRNA:CR45793"
3R 4593612 4594074 gene_name "hopper2{}4567"
3R 3508595 3510053 gene_name "Tc1-2{}6592"
3R 10773339 10777374 gene_name "CG45078"
3R 17393272 17394640 gene_name "CREG"
3R 25850410 25851291 gene_name "CG14545"
3R 5831639 5838782 gene_name "CG1208"
3R 26810608 26811035 gene_name "roo{}1429"
3R 22608670 22613656 gene_name "CG31156"
3R 31345139 31345746 gene_name "lncRNA:CR46118"
3R 4654800 4657985 gene_name "spartin"
3R 27172090 27194267 gene_name "Ser"
3R 15925629 15927577 gene_name "CG34276"
3R 10950284 10951797 gene_name "Tengl4"
3R 4582297 4583045 gene_name "BS4{}5043"
3R 18922054 18922275 gene_name "1360{}4814"
3R 20904917 20905518 gene_name "TotX"
3R 7128087 7129166 gene_name "CR42875"
3R 11820381 11822493 gene_name "Kyat"
3R 4712882 4714182 gene_name "eIF3f1"
3R 17433991 17434430 gene_name "CG44090"
3R 25432245 25432279 gene_name "H{}2368"
3R 24032157 24034257 gene_name "Mettl3"
3R 4547140 4547189 gene_name "Rt1c{}4333"
3R 21832503 21834013 gene_name "Gr93a"
3R 25184383 25192806 gene_name "dan"
3R 4436222 4437329 gene_name "CG9804"
3R 28649909 28650480 gene_name "CG31050"
3R 9589468 9591002 gene_name "bocks"
3R 11354348 11355123 gene_name "lncRNA:CR46009"
3R 23596561 23599034 gene_name "CG10183"
3R 30004785 30010352 gene_name "Nlp"
3R 18221522 18223682 gene_name "mTerf5"
3R 13543966 13545400 gene_name "CG31337"
3R 29153524 29157255 gene_name "Rpn2"
3R 9675523 9677778 gene_name "Nepl12"
3R 4604684 4604832 gene_name "INE-1{}4431"
3R 25997621 25998633 gene_name "E(spl)mdelta-HLH"
3R 10255433 10257395 gene_name "I{}Sirt6-iso-1a"
3R 8289395 8290578 gene_name "CG11672"
3R 24063077 24108960 gene_name "eIF4EHP"
3R 4517932 4518255 gene_name "1360{}4309"
3R 12891956 12893158 gene_name "d-cup"
3R 4887534 4894853 gene_name "rover{}1212"
3R 25197571 25208283 gene_name "Cad96Ca"
3R 26185251 26186227 gene_name "CG31086"
3R 6821789 6821861 gene_name "tRNA:Lys-TTT-2-3"
3R 5045900 5052944 gene_name "HMS-Beagle{}1214"
3R 7786170 7787923 gene_name "CG18748"
3R 18183656 18185715 gene_name "CG7208"
3R 1027878 1030425 gene_name "Doc4{}6515"
3R 13353673 13355413 gene_name "mthl12"
3R 2103340 2108057 gene_name "F{}RR48318"
3R 19375043 19376023 gene_name "CG31404"
3R 15896926 15904643 gene_name "glob1"
3R 18564264 18565173 gene_name "hemo"
3R 24871202 24876654 gene_name "CG3744"
3R 10140103 10144184 gene_name "TAF1B"
3R 8260706 8261898 gene_name "CR18228"
3R 17618110 17618181 gene_name "tRNA:Pro-TGG-1-1"
3R 21365609 21369330 gene_name "pre-mod(mdg4)-X"
3R 27273705 27274565 gene_name "CG5934"
3R 30592971 30601489 gene_name "CG2246"
3R 8262120 8264451 gene_name "RPA1"
3R 4750014 4750285 gene_name "INE-1{}4491"
3R 4062059 4063162 gene_name "1360{}6429"
3R 25268009 25268464 gene_name "CR43310"
3R 27586474 27596130 gene_name "CG5639"
3R 3902652 3909384 gene_name "RR48323"
3R 7541810 7545230 gene_name "alpha-Est2"
3R 30646106 30648551 gene_name "PH4alphaPV"
3R 9630255 9630440 gene_name "sisRNA:CR46357"
3R 29738323 29739728 gene_name "H{}1453"
3R 8723174 8725357 gene_name "nom"
3R 30152059 30153699 gene_name "CG15529"
3R 20648595 20652450 gene_name "GluRIID"
3R 5763848 5764225 gene_name "Stalker4{}1224"
3R 19775459 19777280 gene_name "Acsx1R"
3R 12422768 12423606 gene_name "CG17202"
3R 4490256 4490426 gene_name "INE-1{}3812"
3R 6686728 6688039 gene_name "Ccp84Ag"
3R 5128087 5129939 gene_name "RabGGTa"
3R 3432937 3440259 gene_name "mdg1{}RR48394"
3R 22704254 22707278 gene_name "CG13842"
3R 25087441 25087659 gene_name "jockey2{}5824"
3R 27411671 27412297 gene_name "lncRNA:CR45991"
3R 19440345 19440388 gene_name "INE-1{}5705"
3R 30424499 30425162 gene_name "CG15536"
3R 23052916 23057984 gene_name "asRNA:CR46089"
3R 16850004 16856497 gene_name "lncRNA:iab4"
3R 25138072 25139903 gene_name "danr"
3R 6819894 6819966 gene_name "tRNA:Lys-TTT-2-1"
3R 10675560 10677251 gene_name "CG6465"
3R 7249795 7251750 gene_name "Dtwd2"
3R 6856751 6856851 gene_name "INE-1{}5208"
3R 29499025 29503797 gene_name "Trc8"
3R 29200454 29201770 gene_name "CG11899"
3R 16268329 16272415 gene_name "Mat89Ba"
3R 19106876 19106905 gene_name "1360{}5688"
3R 15054930 15077206 gene_name "dpr9"
3R 17070523 17072675 gene_name "Ns1"
3R 22734007 22741091 gene_name "Dcr-1"
3R 23255070 23258087 gene_name "wda"
3R 3848816 3849454 gene_name "INE-1{}RR43375"
3R 4612870 4633304 gene_name "5-HT2A"
3R 27916908 27918248 gene_name "mRpS22"
3R 26318355 26362588 gene_name "osy"
3R 20588003 20588549 gene_name "asRNA:CR46044"
3R 10385494 10387385 gene_name "lncRNA:CR44938"
3R 12497527 12499279 gene_name "Dm88{}1664"
3R 26769078 26769828 gene_name "lncRNA:CR45563"
3R 6747068 6748007 gene_name "CG34297"
3R 17509276 17516766 gene_name "412{}1375"
3R 8009400 8011018 gene_name "CG3223"
3R 5552823 5554316 gene_name "Pcmt"
3R 424349 429046 gene_name "F{}RR48301"
3R 19645026 19646906 gene_name "Nup58"
3R 16502770 16571363 gene_name "CG42342"
3R 7154238 7155180 gene_name "MAGE"
3R 25501827 25502577 gene_name "lncRNA:CR43456"
3R 20266571 20272984 gene_name "Burdock{}1394"
3R 12371456 12371507 gene_name "INE-1{}2943"
3R 26215830 26221710 gene_name "297{}1424"
3R 30935396 30936507 gene_name "CG15549"
3R 9014972 9015341 gene_name "Sf3b5"
3R 19794073 19836817 gene_name "bnl"
3R 23158017 23159316 gene_name "VhaAC39-2"
3R 17402362 17403288 gene_name "CG34279"
3R 4497904 4501572 gene_name "Fw2{}4362"
3R 24854496 24856243 gene_name "HDAC11"
3R 8749206 8768200 gene_name "CG11768"
3R 18226396 18228718 gene_name "Mdh2"
3R 4416438 4417665 gene_name "CG31528"
3R 19058020 19058519 gene_name "lncRNA:CR46041"
3R 3492558 3497654 gene_name "invader2{}RR46358"
3R 10428137 10428424 gene_name "CG46270"
3R 15834648 15836021 gene_name "Arpc3A"
3R 27094533 27095856 gene_name "CG14259"
3R 4942976 4944718 gene_name "Tc3{}5089"
3R 4660527 4660939 gene_name "lncRNA:CR44156"
3R 4974794 4975057 gene_name "INE-1{}5101"
3R 4605495 4606495 gene_name "INE-1{}4698"
3R 5960294 5960987 gene_name "CG11373"
3R 5053181 5053738 gene_name "lncRNA:CR45588"
3R 4712357 4712423 gene_name "X{}4367"
3R 29484783 29489265 gene_name "CG2321"
3R 31372427 31374198 gene_name "gskt"
3R 25123373 25125619 gene_name "vig2"
3R 32031887 32031952 gene_name "INE-1{}4017"
3R 1245730 1251644 gene_name "baggins{}6507"
3R 9010282 9014909 gene_name "Kcmf1"
3R 19229463 19230832 gene_name "Polr2M"
3R 27440312 27440845 gene_name "CG43447"
3R 24393896 24457157 gene_name "nAChRalpha1"
3R 6877678 6885278 gene_name "lncRNA:CR44931"
3R 16060589 16067594 gene_name "CG10185"
3R 7071624 7074452 gene_name "Ufl1"
3R 30488963 30489895 gene_name "Jon99Fi"
3R 24223445 24226934 gene_name "Spps"
3R 16927212 16972236 gene_name "Abd-B"
3R 4592094 4592982 gene_name "gypsy12{}5018"
3R 3461351 3587054 gene_name "Parp"
3R 8667868 8673702 gene_name "CG8036"
3R 17121577 17122087 gene_name "CG42779"
3R 26715165 26717389 gene_name "CG6425"
3R 10223440 10224725 gene_name "CG12817"
3R 6345000 6345911 gene_name "SmD2"
3R 7920431 7924491 gene_name "lds"
3R 3790522 3792254 gene_name "S{}RR46432"
3R 22724348 22724678 gene_name "asRNA:CR45648"
3R 21111408 21116146 gene_name "Rab11"
3R 24361847 24363142 gene_name "CG33339"
3R 24877045 24878827 gene_name "CG31381"
3R 16617950 16619878 gene_name "CG17560"
3R 19114044 19114157 gene_name "INE-1{}5653"
3R 14598223 14598517 gene_name "lncRNA:CR46153"
3R 17619738 17619810 gene_name "tRNA:Ala-AGC-2-2"
3R 24927186 24931910 gene_name "Doc{}1419"
3R 19368995 19403153 gene_name "Ino80"
3R 12273126 12273521 gene_name "Sfp87B"
3R 30132981 30134599 gene_name "Tpi"
